application_id,gender,age,region,income,credit_score,loan_amount,employment_type,existing_loans,rejected
APP100728,Male,27,Tier1,15000.0,699.0,179018.0,Self-employed,3,1
APP100729,Male,35,Tier1,44558.0,637.0,219637.0,Self-employed,0,0
APP100730,Male,51,Tier3,62290.0,668.0,352018.0,Salaried,1,1
APP100731,Male,36,Tier3,15000.0,680.0,261506.0,Salaried,3,0
APP100732,Male,47,Tier2,35464.0,697.0,194302.0,Salaried,4,0
APP100733,Male,51,Tier2,77017.0,769.0,50000.0,Salaried,3,0
APP100734,Male,36,Tier2,75060.0,702.0,355114.0,Salaried,0,1
APP100735,Female,49,Tier2,62486.0,568.0,311849.0,Salaried,3,1
APP100736,Male,39,Tier1,72644.0,635.0,222392.0,Salaried,0,0
APP100737,Male,27,Tier1,59302.0,693.0,144390.0,Unemployed,1,0
APP100738,Male,38,Tier2,66108.0,770.0,301914.0,Salaried,0,0
APP100739,Male,40,Tier2,48687.0,784.0,372071.0,Salaried,4,0
APP100740,Male,22,Tier1,57316.0,822.0,314664.0,Unemployed,1,0
APP100741,Male,60,Tier1,42353.0,690.0,545710.0,Self-employed,2,0
APP100742,Female,44,Tier1,80270.0,741.0,405716.0,Salaried,3,1
APP100743,Male,23,Tier1,85431.0,564.0,283908.0,Self-employed,4,1
APP100744,Male,59,Tier2,82598.0,714.0,410742.0,Salaried,4,1
APP100745,Male,58,Tier2,46838.0,594.0,307299.0,Self-employed,0,1
APP100746,Male,22,Tier2,35925.0,675.0,306779.0,Salaried,1,1
APP100747,Male,29,Tier1,80539.0,850.0,494455.0,Unemployed,2,0
APP100748,Female,37,Tier1,65878.0,704.0,165291.0,Salaried,3,1
APP100749,Female,43,Tier3,61572.0,611.0,303496.0,Self-employed,1,1
APP100750,Male,53,Tier2,42327.0,713.0,478457.0,Salaried,1,0
APP100751,Male,40,Tier1,63513.0,639.0,346349.0,Salaried,3,1
APP100752,Male,48,Tier1,33294.0,603.0,244642.0,Salaried,2,1
APP100753,Male,22,Tier3,67681.0,848.0,50000.0,Self-employed,3,0
APP100754,Female,50,Tier3,82578.0,765.0,50000.0,Salaried,1,0
APP100755,Male,61,Tier3,87621.0,708.0,611427.0,Unemployed,2,1
APP100756,Male,44,Tier2,69170.0,649.0,346277.0,Salaried,0,0
APP100757,Female,41,Tier2,27360.0,655.0,212389.0,Self-employed,0,1
APP100758,Male,34,Tier2,58947.0,803.0,352419.0,Self-employed,0,0
APP100759,Male,63,Tier1,97794.0,705.0,157849.0,Salaried,0,1
APP100760,Female,23,Tier2,37628.0,433.0,250320.0,Self-employed,1,1
APP100761,Male,34,Tier2,53816.0,850.0,158859.0,Self-employed,0,0
APP100762,Male,27,Tier1,83270.0,695.0,88009.0,Self-employed,0,0
APP100763,Male,59,Tier3,67343.0,707.0,50000.0,Salaried,4,1
APP100764,Female,42,Tier2,104603.0,767.0,60351.0,Self-employed,4,0
APP100765,Male,61,Tier1,40343.0,717.0,453193.0,Salaried,1,0
APP100766,Male,50,Tier1,35205.0,740.0,151968.0,Salaried,4,0
APP100767,Male,45,Tier3,79483.0,646.0,380234.0,Salaried,0,1
APP100768,Male,44,Tier3,31082.0,582.0,443497.0,Self-employed,0,0
APP100769,Female,30,Tier2,51065.0,702.0,302487.0,Unemployed,1,1
APP100770,Male,46,Tier3,53687.0,795.0,255215.0,Salaried,1,0
APP100771,Female,51,Tier3,75720.0,628.0,319953.0,Salaried,0,1
APP100772,Female,63,Tier3,67285.0,622.0,237507.0,Salaried,4,1
APP100773,Female,45,Tier3,64141.0,778.0,480586.0,Salaried,4,1
APP100774,Male,62,Tier2,46951.0,643.0,581480.0,Self-employed,1,1
APP100775,Female,62,Tier3,79300.0,647.0,517472.0,Self-employed,1,1
APP100776,Female,44,Tier2,135516.0,650.0,50000.0,Self-employed,3,0
APP100777,Male,40,Tier2,68826.0,675.0,234446.0,Self-employed,4,0
APP100778,Female,28,Tier1,56993.0,554.0,300624.0,Salaried,1,1
APP100779,Female,33,Tier2,29043.0,637.0,369459.0,Salaried,3,0
APP100780,Male,59,Tier3,42250.0,698.0,50000.0,Salaried,0,0
APP100781,Female,27,Tier1,50726.0,698.0,50000.0,Unemployed,2,1
APP100782,Male,39,Tier3,44308.0,773.0,496018.0,Self-employed,4,1
APP100783,Female,52,Tier2,54678.0,827.0,216132.0,Salaried,2,0
APP100784,Female,32,Tier1,90560.0,801.0,76889.0,Salaried,3,0
APP100785,Male,63,Tier1,79943.0,753.0,134454.0,Salaried,3,0
APP100786,Female,49,Tier3,51823.0,668.0,358571.0,Unemployed,3,1
APP100787,Male,23,Tier2,30834.0,630.0,176618.0,Salaried,3,1
APP100788,Female,32,Tier1,81747.0,681.0,336244.0,Salaried,4,1
APP100789,Female,53,Tier2,54019.0,727.0,153191.0,Salaried,0,1
APP100790,Male,59,Tier1,20470.0,746.0,50000.0,Self-employed,4,1
APP100791,Male,61,Tier2,69249.0,730.0,513657.0,Self-employed,4,0
APP100792,Male,58,Tier3,75514.0,670.0,359728.0,Salaried,4,0
APP100793,Male,25,Tier2,15000.0,743.0,249937.0,Self-employed,1,0
APP100794,Male,53,Tier3,38509.0,781.0,221796.0,Salaried,2,1
APP100795,Male,26,Tier2,52791.0,750.0,519735.0,Self-employed,1,0
APP100796,Male,25,Tier3,69690.0,677.0,388730.0,Salaried,4,1
APP100797,Male,51,Tier1,44685.0,613.0,472022.0,Salaried,2,0
APP100798,Female,42,Tier1,38357.0,611.0,212446.0,Salaried,1,1
APP100799,Female,49,Tier1,69543.0,626.0,307600.0,Self-employed,3,1
APP100800,Female,58,Tier2,45634.0,701.0,360330.0,Salaried,0,1
APP100801,Male,24,Tier2,65841.0,722.0,217490.0,Salaried,1,0
APP100802,Female,44,Tier2,32770.0,567.0,285670.0,Salaried,1,1
APP100803,Female,57,Tier1,27953.0,640.0,212458.0,Salaried,1,0
APP100804,Male,40,Tier1,70105.0,699.0,359859.0,Self-employed,2,0
APP100805,Male,44,Tier2,60050.0,608.0,101791.0,Salaried,0,0
APP100806,Female,43,Tier3,73449.0,715.0,385796.0,Salaried,4,1
APP100807,Male,61,Tier1,44348.0,655.0,346607.0,Self-employed,2,0
APP100808,Male,24,Tier1,39098.0,622.0,269504.0,Salaried,1,1
APP100809,Female,59,Tier1,82214.0,684.0,367428.0,Self-employed,0,1
APP100810,Male,57,Tier2,24541.0,711.0,245259.0,Salaried,4,1
APP100811,Male,56,Tier1,80029.0,612.0,199480.0,Unemployed,4,1
APP100812,Female,39,Tier1,81410.0,661.0,381559.0,Self-employed,2,1
APP100813,Female,44,Tier2,72202.0,717.0,388052.0,Salaried,1,1
APP100814,Male,37,Tier1,41244.0,619.0,223909.0,Salaried,2,0
APP100815,Female,32,Tier2,38670.0,547.0,211042.0,Self-employed,4,1
APP100816,Female,59,Tier1,50799.0,557.0,272554.0,Self-employed,1,1
APP100817,Male,43,Tier3,29099.0,647.0,217199.0,Salaried,3,0
APP100818,Female,53,Tier2,35766.0,575.0,528768.0,Salaried,4,1
APP100819,Male,26,Tier1,67895.0,652.0,347471.0,Salaried,3,0
APP100820,Male,55,Tier1,67987.0,813.0,302190.0,Self-employed,4,0
APP100821,Female,50,Tier2,34009.0,570.0,160091.0,Self-employed,4,1
APP100822,Male,64,Tier3,68522.0,657.0,410848.0,Salaried,0,1
APP100823,Female,27,Tier1,64086.0,850.0,208259.0,Salaried,1,0
APP100824,Female,45,Tier1,85198.0,713.0,202088.0,Self-employed,0,1
APP100825,Male,43,Tier1,66383.0,651.0,415892.0,Unemployed,2,1
APP100826,Female,45,Tier2,76172.0,667.0,358098.0,Salaried,2,0
APP100827,Male,24,Tier3,64542.0,714.0,50000.0,Salaried,0,0
APP100828,Female,42,Tier2,74599.0,816.0,276334.0,Salaried,2,0
APP100829,Male,34,Tier1,29258.0,638.0,318828.0,Self-employed,0,1
APP100830,Female,48,Tier3,52565.0,619.0,249061.0,Salaried,2,1
APP100831,Female,31,Tier2,54220.0,570.0,324055.0,Salaried,1,1
APP100832,Male,40,Tier1,50125.0,688.0,50000.0,Self-employed,4,1
APP100833,Female,48,Tier1,63878.0,568.0,50000.0,Salaried,3,0
APP100834,Female,24,Tier2,67688.0,643.0,153680.0,Salaried,3,0
APP100835,Female,55,Tier3,62845.0,607.0,342337.0,Salaried,4,0
APP100836,Female,52,Tier2,51461.0,766.0,50000.0,Salaried,0,0
APP100837,Female,24,Tier2,40285.0,639.0,173468.0,Salaried,1,1
APP100838,Male,24,Tier3,76944.0,712.0,50000.0,Salaried,3,0
APP100839,Male,58,Tier1,61995.0,552.0,263606.0,Salaried,3,0
APP100840,Male,34,Tier1,34628.0,691.0,593685.0,Salaried,0,0
APP100841,Female,59,Tier1,51126.0,584.0,267424.0,Self-employed,1,0
APP100842,Male,43,Tier3,20134.0,646.0,283875.0,Self-employed,1,0
APP100843,Male,36,Tier2,55707.0,850.0,425885.0,Salaried,0,0
APP100844,Male,33,Tier1,51032.0,755.0,303196.0,Self-employed,3,1
APP100845,Female,50,Tier1,43511.0,670.0,267751.0,Salaried,0,0
APP100846,Male,26,Tier2,86692.0,850.0,438997.0,Self-employed,4,0
APP100847,Female,39,Tier2,31877.0,607.0,370783.0,Self-employed,2,1
APP100848,Male,36,Tier2,69128.0,773.0,343294.0,Self-employed,3,0
APP100849,Female,28,Tier1,98734.0,557.0,279183.0,Self-employed,2,0
APP100850,Male,37,Tier3,76545.0,660.0,248090.0,Salaried,4,1
APP100851,Male,44,Tier3,54369.0,572.0,437576.0,Salaried,1,0
APP100852,Female,51,Tier2,32319.0,701.0,249531.0,Salaried,2,0
APP100853,Female,25,Tier2,27759.0,684.0,484688.0,Salaried,0,0
APP100854,Male,59,Tier3,46769.0,655.0,142928.0,Self-employed,4,1
APP100855,Male,59,Tier3,41260.0,767.0,515068.0,Salaried,2,1
APP100856,Female,51,Tier2,40609.0,635.0,370806.0,Salaried,0,1
APP100857,Female,61,Tier2,48474.0,706.0,154720.0,Salaried,4,0
APP100858,Male,40,Tier2,52955.0,746.0,376347.0,Self-employed,4,1
APP100859,Male,57,Tier3,64704.0,561.0,202455.0,Salaried,0,0
APP100860,Female,53,Tier2,30244.0,620.0,305014.0,Salaried,4,1
APP100861,Female,46,Tier1,41355.0,684.0,227006.0,Self-employed,3,0
APP100862,Female,29,Tier1,51807.0,730.0,280063.0,Salaried,1,1
APP100863,Female,45,Tier3,51090.0,794.0,441215.0,Self-employed,3,0
APP100864,Male,60,Tier3,91728.0,663.0,377777.0,Salaried,3,0
APP100865,Female,64,Tier3,59645.0,655.0,131195.0,Salaried,2,0
APP100866,Female,41,Tier2,22728.0,610.0,139786.0,Unemployed,3,1
APP100867,Female,32,Tier3,63364.0,706.0,340616.0,Salaried,0,1
APP100868,Male,54,Tier3,65913.0,656.0,351478.0,Salaried,4,1
APP100869,Male,25,Tier1,52497.0,658.0,198833.0,Salaried,4,1
APP100870,Female,28,Tier1,30732.0,672.0,538697.0,Unemployed,1,1
APP100871,Male,46,Tier3,90161.0,724.0,422024.0,Self-employed,2,0
APP100872,Female,64,Tier1,33602.0,635.0,206164.0,Salaried,1,1
APP100873,Male,36,Tier2,68215.0,618.0,191662.0,Salaried,1,0
APP100874,Female,41,Tier2,59001.0,715.0,265828.0,Salaried,1,1
APP100875,Female,35,Tier2,67016.0,438.0,250222.0,Self-employed,4,1
APP100876,Male,40,Tier1,89137.0,632.0,488424.0,Salaried,3,1
APP100877,Male,22,Tier2,66233.0,588.0,447678.0,Salaried,4,0
APP100878,Female,47,Tier1,43827.0,776.0,305260.0,Salaried,3,0
APP100879,Female,47,Tier3,77120.0,645.0,401686.0,Unemployed,3,1
APP100880,Male,35,Tier1,42378.0,635.0,423446.0,Salaried,0,0
APP100881,Female,33,Tier2,58271.0,676.0,308739.0,Salaried,4,1
APP100882,Female,54,Tier3,29138.0,632.0,360393.0,Unemployed,3,0
APP100883,Male,30,Tier1,34334.0,648.0,389128.0,Salaried,0,1
APP100884,Male,24,Tier1,56028.0,688.0,373141.0,Salaried,0,0
APP100885,Male,23,Tier3,62362.0,646.0,183179.0,Salaried,3,0
APP100886,Male,59,Tier1,20952.0,646.0,198344.0,Salaried,1,1
APP100887,Male,37,Tier1,64946.0,599.0,256711.0,Salaried,1,1
APP100888,Male,26,Tier2,38611.0,588.0,194000.0,Salaried,1,0
APP100889,Female,59,Tier3,80594.0,685.0,79035.0,Salaried,4,1
APP100890,Male,28,Tier2,47961.0,705.0,401393.0,Salaried,1,1
APP100891,Female,36,Tier2,32528.0,566.0,351961.0,Self-employed,1,1
APP100892,Male,22,Tier3,56516.0,741.0,99095.0,Salaried,1,0
APP100893,Male,51,Tier2,36675.0,741.0,263862.0,Self-employed,0,1
APP100894,Female,52,Tier2,80379.0,758.0,272357.0,Salaried,0,1
APP100895,Female,54,Tier2,55011.0,704.0,327292.0,Salaried,2,0
APP100896,Male,33,Tier1,51966.0,731.0,137712.0,Salaried,0,0
APP100897,Male,36,Tier1,66836.0,850.0,96901.0,Salaried,3,0
APP100898,Male,62,Tier2,34901.0,656.0,377959.0,Self-employed,2,1
APP100899,Male,57,Tier1,29217.0,596.0,69906.0,Salaried,2,0
APP100900,Male,23,Tier2,63167.0,557.0,265100.0,Self-employed,1,1
APP100901,Male,51,Tier1,33007.0,820.0,251088.0,Unemployed,3,1
APP100902,Male,56,Tier2,33000.0,822.0,281507.0,Salaried,2,1
APP100903,Male,46,Tier1,71735.0,606.0,337908.0,Unemployed,0,0
APP100904,Female,49,Tier2,65501.0,622.0,539786.0,Salaried,2,1
APP100905,Female,22,Tier2,29923.0,654.0,60076.0,Salaried,0,0
APP100906,Male,23,Tier2,42617.0,778.0,431487.0,Salaried,2,1
APP100907,Male,23,Tier1,36925.0,577.0,50000.0,Self-employed,2,0
APP100908,Male,28,Tier1,90526.0,523.0,509057.0,Self-employed,2,1
APP100909,Male,64,Tier3,73120.0,850.0,50000.0,Unemployed,1,1
APP100910,Female,49,Tier1,46583.0,705.0,665459.0,Self-employed,2,1
APP100911,Female,55,Tier3,66524.0,716.0,241535.0,Salaried,3,1
APP100912,Female,34,Tier1,27876.0,664.0,493557.0,Self-employed,4,1
APP100913,Female,62,Tier1,41547.0,717.0,462623.0,Unemployed,4,1
APP100914,Female,30,Tier2,57097.0,559.0,234527.0,Self-employed,0,0
APP100915,Female,60,Tier2,64045.0,613.0,246038.0,Salaried,3,0
APP100916,Male,23,Tier1,53051.0,688.0,174426.0,Self-employed,0,0
APP100917,Male,22,Tier3,59960.0,498.0,418106.0,Salaried,2,1
APP100918,Male,25,Tier1,56567.0,656.0,236480.0,Unemployed,3,1
APP100919,Female,56,Tier2,51728.0,651.0,177152.0,Unemployed,2,1
APP100920,Male,33,Tier2,49077.0,656.0,380591.0,Self-employed,4,1
APP100921,Female,41,Tier2,46475.0,636.0,165424.0,Salaried,4,0
APP100922,Female,42,Tier3,59639.0,600.0,250653.0,Salaried,4,1
APP100923,Male,55,Tier1,63216.0,534.0,316066.0,Unemployed,3,1
APP100924,Male,36,Tier3,58967.0,692.0,203636.0,Self-employed,3,1
APP100925,Male,22,Tier2,31428.0,656.0,226268.0,Self-employed,4,1
APP100926,Male,38,Tier3,35021.0,570.0,530247.0,Unemployed,1,1
APP100927,Female,34,Tier3,62978.0,685.0,269365.0,Salaried,1,0
APP100928,Female,53,Tier3,84433.0,656.0,246056.0,Self-employed,1,1
APP100929,Female,54,Tier2,58048.0,643.0,273731.0,Salaried,3,0
APP100930,Male,25,Tier2,46767.0,507.0,368168.0,Salaried,1,1
APP100931,Male,56,Tier2,59487.0,735.0,144920.0,Salaried,0,1
APP100932,Male,25,Tier2,32264.0,581.0,364082.0,Salaried,3,1
APP100933,Female,48,Tier2,81179.0,685.0,338373.0,Salaried,3,1
APP100934,Female,38,Tier2,58732.0,615.0,50000.0,Self-employed,2,0
APP100935,Male,34,Tier1,41611.0,649.0,569138.0,Salaried,4,0
APP100936,Female,42,Tier3,51664.0,772.0,519122.0,Self-employed,3,0
APP100937,Male,35,Tier1,44459.0,723.0,179916.0,Salaried,4,0
APP100938,Female,56,Tier3,81233.0,770.0,131636.0,Self-employed,1,0
APP100939,Male,63,Tier1,50955.0,706.0,334208.0,Salaried,0,0
APP100940,Male,57,Tier1,58107.0,712.0,86121.0,Self-employed,1,0
APP100941,Female,40,Tier3,66475.0,538.0,504642.0,Salaried,4,1
APP100942,Male,43,Tier3,40185.0,655.0,229732.0,Salaried,4,1
APP100943,Male,41,Tier2,58874.0,662.0,543271.0,Salaried,0,0
APP100944,Male,56,Tier3,60489.0,778.0,176339.0,Salaried,4,0
APP100945,Male,45,Tier1,23918.0,640.0,283170.0,Salaried,2,1
APP100946,Female,42,Tier3,60054.0,701.0,490082.0,Salaried,4,1
APP100947,Female,39,Tier2,54085.0,698.0,251514.0,Salaried,3,1
APP100948,Female,38,Tier2,57599.0,773.0,340814.0,Self-employed,0,1
APP100949,Male,45,Tier2,55713.0,669.0,463899.0,Salaried,2,0
APP100950,Male,51,Tier1,60183.0,746.0,216593.0,Salaried,0,0
APP100951,Male,40,Tier2,81747.0,544.0,110739.0,Salaried,1,1
APP100952,Male,56,Tier2,31410.0,551.0,81193.0,Salaried,3,0
APP100953,Male,57,Tier1,48157.0,497.0,387515.0,Salaried,3,0
APP100954,Female,40,Tier3,68332.0,743.0,358317.0,Self-employed,3,1
APP100955,Female,61,Tier2,64619.0,734.0,459249.0,Salaried,3,0
APP100956,Female,29,Tier1,64188.0,752.0,258893.0,Salaried,0,0
APP100957,Male,62,Tier2,110072.0,626.0,85389.0,Salaried,2,1
APP100958,Male,34,Tier1,67283.0,635.0,50000.0,Salaried,2,0
APP100959,Male,46,Tier1,77619.0,670.0,730194.0,Self-employed,2,0
APP100960,Male,34,Tier2,48859.0,795.0,379038.0,Salaried,1,0
APP100961,Male,41,Tier1,35142.0,816.0,320519.0,Self-employed,3,1
APP100962,Male,36,Tier1,48714.0,744.0,341796.0,Salaried,3,0
APP100963,Male,52,Tier2,69239.0,706.0,85299.0,Self-employed,2,0
APP100964,Female,25,Tier1,63137.0,787.0,180769.0,Salaried,0,0
APP100965,Male,58,Tier3,63065.0,660.0,561500.0,Unemployed,0,0
APP100966,Female,60,Tier3,50713.0,649.0,398752.0,Salaried,1,1
APP100967,Male,46,Tier1,47524.0,670.0,185460.0,Salaried,2,1
APP100968,Female,45,Tier2,51403.0,602.0,115978.0,Self-employed,4,1
APP100969,Male,52,Tier1,69490.0,666.0,222646.0,Self-employed,3,1
APP100970,Male,30,Tier2,71815.0,591.0,252685.0,Salaried,2,0
APP100971,Male,54,Tier1,34875.0,762.0,607372.0,Salaried,1,0
APP100972,Male,31,Tier3,70247.0,723.0,271760.0,Salaried,0,0
APP100973,Female,51,Tier1,41986.0,794.0,121567.0,Self-employed,0,0
APP100974,Male,35,Tier2,64378.0,550.0,291210.0,Salaried,0,1
APP100975,Female,54,Tier1,51161.0,832.0,339651.0,Salaried,4,1
APP100976,Male,56,Tier1,86316.0,554.0,107918.0,Salaried,0,0
APP100977,Male,30,Tier2,46639.0,584.0,360325.0,Unemployed,4,1
APP100978,Male,48,Tier2,58572.0,630.0,481337.0,Salaried,2,0
APP100979,Male,43,Tier3,67132.0,785.0,320801.0,Salaried,3,0
APP100980,Female,34,Tier1,37521.0,698.0,180440.0,Unemployed,4,0
APP100981,Female,47,Tier1,53543.0,660.0,220669.0,Salaried,3,0
APP100982,Female,64,Tier2,49668.0,617.0,51175.0,Self-employed,0,1
APP100983,Male,22,Tier2,44724.0,570.0,279925.0,Self-employed,4,1
APP100984,Male,63,Tier3,46206.0,771.0,346617.0,Salaried,0,1
APP100985,Female,58,Tier3,77240.0,744.0,165505.0,Self-employed,2,0
APP100986,Male,44,Tier3,43029.0,788.0,590955.0,Unemployed,3,0
APP100987,Male,48,Tier1,66328.0,712.0,418842.0,Salaried,1,0
APP100988,Male,37,Tier2,61292.0,469.0,50000.0,Salaried,3,1
APP100989,Female,27,Tier2,27060.0,580.0,50000.0,Self-employed,3,1
APP100990,Female,46,Tier1,65383.0,717.0,152396.0,Salaried,4,0
APP100991,Female,57,Tier2,26730.0,650.0,535978.0,Salaried,4,1
APP100992,Female,31,Tier1,67562.0,635.0,433638.0,Salaried,1,1
APP100993,Male,52,Tier1,44856.0,592.0,543557.0,Self-employed,3,1
APP100994,Female,54,Tier3,55167.0,756.0,301531.0,Self-employed,4,0
APP100995,Male,54,Tier1,29114.0,716.0,268577.0,Unemployed,0,1
APP100996,Female,36,Tier3,57448.0,720.0,112874.0,Salaried,3,0
APP100997,Male,38,Tier1,73539.0,629.0,352453.0,Unemployed,4,1
APP100998,Female,39,Tier1,38861.0,694.0,270575.0,Salaried,0,1
APP100999,Male,58,Tier1,42857.0,573.0,264799.0,Self-employed,3,1
APP101000,Male,60,Tier1,64092.0,670.0,542708.0,Self-employed,0,1
APP101001,Male,39,Tier2,64592.0,478.0,281048.0,Salaried,2,0
APP101002,Male,63,Tier1,15000.0,555.0,499647.0,Salaried,4,1
APP101003,Male,46,Tier2,95308.0,654.0,61789.0,Salaried,4,0
APP101004,Female,38,Tier3,65571.0,850.0,703217.0,Salaried,3,0
APP101005,Male,22,Tier2,68938.0,536.0,244009.0,Self-employed,3,1
APP101006,Female,48,Tier1,52129.0,581.0,406078.0,Salaried,1,0
APP101007,Male,49,Tier2,17893.0,697.0,429941.0,Self-employed,4,1
APP101008,Female,63,Tier3,68494.0,822.0,225396.0,Salaried,3,1
APP101009,Male,52,Tier2,43696.0,696.0,422855.0,Salaried,4,1
APP101010,Female,23,Tier1,65879.0,736.0,430650.0,Self-employed,3,1
APP101011,Female,46,Tier2,50624.0,653.0,193028.0,Salaried,0,0
APP101012,Male,53,Tier2,59761.0,639.0,194805.0,Unemployed,2,0
APP101013,Female,43,Tier1,39500.0,687.0,306796.0,Unemployed,3,1
APP101014,Male,40,Tier1,72288.0,627.0,282676.0,Salaried,3,1
APP101015,Male,56,Tier3,31232.0,738.0,508970.0,Salaried,1,0
APP101016,Female,48,Tier1,99911.0,551.0,405400.0,Salaried,0,0
APP101017,Female,51,Tier1,99759.0,751.0,289436.0,Self-employed,4,1
APP101018,Male,41,Tier1,87654.0,683.0,390912.0,Salaried,4,1
APP101019,Male,33,Tier2,80510.0,663.0,50000.0,Unemployed,4,1
APP101020,Female,44,Tier2,53309.0,549.0,207703.0,Unemployed,3,1
APP101021,Female,63,Tier1,78331.0,602.0,343173.0,Salaried,4,1
APP101022,Female,47,Tier2,53076.0,776.0,467305.0,Self-employed,2,0
APP101023,Male,52,Tier2,23930.0,663.0,329965.0,Salaried,3,1
APP101024,Female,27,Tier1,85064.0,702.0,518736.0,Salaried,2,0
APP101025,Male,64,Tier3,77576.0,610.0,430191.0,Salaried,3,1
APP101026,Female,32,Tier1,54373.0,678.0,226751.0,Self-employed,0,1
APP101027,Male,63,Tier1,30496.0,570.0,278995.0,Salaried,1,1
APP101028,Female,41,Tier3,43276.0,688.0,361263.0,Self-employed,1,1
APP101029,Male,61,Tier3,18577.0,710.0,232705.0,Salaried,2,0
APP101030,Female,60,Tier1,73902.0,706.0,529694.0,Self-employed,4,1
APP101031,Female,54,Tier3,22934.0,608.0,133691.0,Unemployed,0,1
APP101032,Male,61,Tier2,60737.0,653.0,347416.0,Self-employed,3,1
APP101033,Female,48,Tier1,38126.0,723.0,410317.0,Salaried,4,0
APP101034,Male,58,Tier3,26466.0,663.0,252983.0,Salaried,3,1
APP101035,Female,29,Tier3,59767.0,657.0,219180.0,Salaried,3,1
APP101036,Male,25,Tier1,48324.0,832.0,288588.0,Salaried,0,0
APP101037,Male,45,Tier2,71764.0,604.0,421800.0,Unemployed,3,1
APP101038,Male,56,Tier2,29648.0,766.0,225023.0,Salaried,1,1
APP101039,Male,54,Tier1,39854.0,588.0,139662.0,Salaried,1,0
APP101040,Male,44,Tier3,15000.0,732.0,472588.0,Self-employed,4,0
APP101041,Female,44,Tier2,15000.0,737.0,359894.0,Salaried,3,0
APP101042,Female,48,Tier2,90964.0,639.0,451179.0,Self-employed,4,1
APP101043,Female,59,Tier2,96672.0,583.0,413900.0,Salaried,2,1
APP101044,Male,58,Tier2,56855.0,522.0,626983.0,Salaried,1,1
APP101045,Male,26,Tier1,38523.0,631.0,467246.0,Self-employed,4,1
APP101046,Male,47,Tier3,49031.0,722.0,191388.0,Salaried,3,0
APP101047,Female,38,Tier2,72471.0,594.0,370540.0,Unemployed,4,1
APP101048,Female,56,Tier2,44712.0,688.0,216377.0,Salaried,0,0
APP101049,Male,43,Tier2,59753.0,562.0,231881.0,Salaried,2,0
APP101050,Female,64,Tier1,54745.0,661.0,88125.0,Salaried,4,0
APP101051,Male,40,Tier1,43624.0,588.0,257083.0,Salaried,4,0
APP101052,Male,51,Tier2,44476.0,674.0,381755.0,Salaried,3,0
APP101053,Male,26,Tier1,60866.0,640.0,290097.0,Salaried,0,0
APP101054,Male,62,Tier2,35462.0,585.0,135095.0,Salaried,2,1
APP101055,Female,28,Tier3,64035.0,627.0,71547.0,Unemployed,0,1
APP101056,Female,38,Tier1,45568.0,605.0,616777.0,Salaried,4,1
APP101057,Male,58,Tier1,57547.0,575.0,348774.0,Self-employed,3,1
APP101058,Male,63,Tier2,82679.0,767.0,176390.0,Salaried,0,0
APP101059,Female,42,Tier1,51636.0,651.0,369268.0,Self-employed,3,1
APP101060,Female,42,Tier3,73396.0,504.0,628378.0,Salaried,3,0
APP101061,Female,24,Tier2,19159.0,630.0,393069.0,Salaried,0,1
APP101062,Male,64,Tier1,45593.0,753.0,50000.0,Salaried,0,1
APP101063,Female,22,Tier1,55554.0,619.0,697844.0,Salaried,1,1
APP101064,Male,23,Tier3,93467.0,800.0,50000.0,Salaried,0,1
APP101065,Female,42,Tier1,15801.0,611.0,269098.0,Salaried,2,0
APP101066,Male,22,Tier2,53076.0,720.0,129989.0,Self-employed,4,0
APP101067,Female,29,Tier1,84134.0,763.0,189000.0,Salaried,0,0
APP101068,Male,48,Tier1,39300.0,716.0,342661.0,Unemployed,3,1
APP101069,Male,52,Tier3,50743.0,570.0,50000.0,Salaried,2,1
APP101070,Female,34,Tier1,61635.0,605.0,286463.0,Salaried,4,1
APP101071,Female,56,Tier1,58690.0,774.0,472101.0,Salaried,2,1
APP101072,Male,48,Tier2,86315.0,616.0,173514.0,Salaried,3,0
APP101073,Female,31,Tier3,63969.0,758.0,91457.0,Self-employed,4,1
APP101074,Female,52,Tier1,81555.0,646.0,279104.0,Salaried,0,1
APP101075,Male,47,Tier1,47800.0,691.0,249249.0,Self-employed,1,0
APP101076,Male,56,Tier3,40189.0,569.0,210716.0,Salaried,1,0
APP101077,Male,28,Tier2,50486.0,631.0,121748.0,Salaried,0,0
APP101078,Female,31,Tier3,31818.0,610.0,377878.0,Salaried,3,1
APP101079,Male,35,Tier3,64670.0,698.0,389290.0,Self-employed,0,0
APP101080,Male,36,Tier2,47282.0,687.0,140153.0,Salaried,1,0
APP101081,Female,60,Tier2,41564.0,717.0,160912.0,Unemployed,0,0
APP101082,Female,53,Tier1,64973.0,641.0,320474.0,Salaried,3,0
APP101083,Female,45,Tier2,32126.0,606.0,155254.0,Salaried,3,1
APP101084,Female,45,Tier2,70410.0,695.0,326799.0,Self-employed,2,1
APP101085,Female,60,Tier3,45433.0,598.0,520207.0,Salaried,2,0
APP101086,Female,41,Tier2,78182.0,766.0,291027.0,Self-employed,2,0
APP101087,Female,31,Tier1,47145.0,671.0,117958.0,Salaried,0,0
APP101088,Male,27,Tier2,67638.0,654.0,358816.0,Self-employed,1,0
APP101089,Male,36,Tier2,58591.0,717.0,273352.0,Salaried,4,1
APP101090,Male,50,Tier2,69878.0,674.0,277476.0,Unemployed,0,1
